age,monthly_income,employment_type,credit_score,loan_amount,loan_purpose,existing_emis,dti,loan_tenure,bank_behavior,eligible
51,92525,Salaried,472,527965,Education,26657,28.81,120,28.5,0
32,28780,Self-Employed,858,2223089,Home,826,2.87,24,100,1
28,21589,Salaried,560,2801087,Education,42625,100,120,44.1,0
52,180884,Self-Employed,516,4889242,Home,17801,9.84,120,31.5,1
31,108664,Self-Employed,423,4637192,Business,29846,27.47,240,14.3,0
60,192011,Self-Employed,461,4986396,Business,39566,20.61,84,34,0
34,197565,Self-Employed,500,1810352,Personal,23157,11.72,48,23.8,1
52,119188,Salaried,753,456497,Home,28363,23.8,120,86.4,1
28,108326,Self-Employed,701,4503492,Car,50559,46.67,120,51.5,0
57,55953,Salaried,761,3441068,Business,5136,9.18,48,86.6,1
41,80785,Salaried,574,2179700,Personal,57937,71.72,24,52,0
25,34309,Self-Employed,505,3738387,Business,17421,50.78,240,30.7,0
28,69195,Salaried,339,1061403,Education,78027,100,180,0.5,0
22,40901,Salaried,572,4469035,Business,7546,18.45,60,55.2,0
34,169648,Salaried,392,4659809,Home,71439,42.11,60,29.7,0
43,177580,Salaried,341,1496846,Personal,46623,26.25,12,1.9,0
42,40464,Salaried,764,150020,Home,16406,40.54,240,82,1
43,31260,Salaried,678,4876100,Car,9825,31.43,180,70.8,0
49,139997,Salaried,406,4311150,Car,71823,51.3,60,22.5,0
30,50440,Salaried,627,492985,Business,34173,67.75,84,54.9,0
47,110082,Salaried,364,3487184,Personal,55619,50.53,180,7.5,0
30,120583,Salaried,664,1588309,Personal,7923,6.57,84,62.9,1
36,71683,Self-Employed,783,4620634,Personal,34374,47.95,48,63.8,0
31,139206,Salaried,323,2556214,Personal,61713,44.33,36,14.6,0
45,187502,Self-Employed,839,4795150,Business,41411,22.09,120,76.2,1
29,148059,Self-Employed,361,617476,Home,64368,43.47,24,3.5,0
45,171177,Self-Employed,790,2704676,Business,8316,4.86,120,79,1
37,93484,Self-Employed,572,619364,Home,10556,11.29,12,37.3,1
47,159098,Self-Employed,528,2457698,Education,10058,6.32,60,29,1
48,83309,Salaried,319,4407452,Education,25482,30.59,240,14.4,0
58,60927,Self-Employed,302,1703201,Home,44494,73.03,12,14.7,0
25,57946,Self-Employed,720,165827,Business,25005,43.15,180,82.4,0
45,141503,Salaried,606,340714,Car,32481,22.95,240,57.7,1
40,156449,Salaried,731,4332299,Business,28401,18.15,240,91.5,1
57,68592,Self-Employed,435,2187810,Car,40431,58.94,180,20.4,0
60,153419,Self-Employed,814,3578512,Business,64459,42.02,48,82.8,1
31,48776,Salaried,492,2467490,Personal,78682,100,120,32.1,0
46,149855,Salaried,884,1297155,Personal,76789,51.24,12,100,1
39,70798,Self-Employed,714,2593440,Education,48504,68.51,120,73.7,0
40,150370,Salaried,417,750948,Education,3223,2.14,84,33.3,1
57,85204,Salaried,508,118582,Home,70977,83.3,60,35.2,0
31,101207,Self-Employed,333,487734,Car,40149,39.67,12,0,0
54,115356,Salaried,617,4388079,Personal,12863,11.15,180,47.4,1
26,75652,Salaried,419,1672320,Business,29564,39.08,12,28,0
56,180556,Self-Employed,824,629779,Home,22499,12.46,12,83.4,1
55,144572,Self-Employed,880,2512508,Business,32132,22.23,36,97.4,1
54,35922,Salaried,388,1862867,Personal,4533,12.62,180,16.6,0
42,180100,Salaried,811,2477636,Personal,34409,19.11,180,99.6,1
38,166388,Salaried,346,3336976,Personal,22987,13.82,120,14.7,1
43,91996,Self-Employed,821,4641456,Personal,10633,11.56,60,92.3,1
58,163040,Salaried,583,3751190,Business,56207,34.47,180,48.4,1
36,45266,Salaried,676,1443352,Home,50535,100,24,56,0
56,170072,Salaried,433,400912,Personal,3996,2.35,180,24.1,1
49,160083,Self-Employed,547,2010783,Education,14,0.01,24,58.6,1
28,17866,Salaried,617,2697349,Home,1674,9.37,60,56.9,1
53,127669,Salaried,735,2810878,Education,37867,29.66,48,68.1,1
32,20898,Salaried,475,3905425,Business,57251,100,12,25.8,0
31,33395,Self-Employed,885,3981500,Personal,55709,100,60,100,0
30,185091,Salaried,650,818278,Home,17864,9.65,120,54.1,1
35,19006,Salaried,442,2078277,Personal,26321,100,12,22.1,0
34,180465,Salaried,697,777402,Personal,24082,13.34,24,57,1
46,25956,Self-Employed,668,3639868,Home,40131,100,240,59.1,0
23,196114,Salaried,800,2819970,Personal,71493,36.45,60,87.1,1
56,152150,Salaried,669,3283095,Personal,4210,2.77,120,59.1,1
28,175703,Salaried,878,377526,Car,64586,36.76,24,96.5,1
42,110676,Self-Employed,681,1095144,Car,34851,31.49,120,54.3,1
39,136724,Salaried,385,323314,Home,26865,19.65,120,9.7,0
24,77901,Self-Employed,759,4888544,Home,4158,5.34,120,93.6,1
60,122227,Self-Employed,624,1990634,Personal,57852,47.33,60,52.9,0
32,132192,Salaried,821,2061022,Education,49339,37.32,240,89.7,1
60,187646,Self-Employed,788,3415371,Home,20572,10.96,24,74.9,1
45,46417,Salaried,696,2949792,Personal,4100,8.83,48,66.4,1
40,103020,Salaried,654,2837690,Education,44469,43.17,24,56.8,1
25,98639,Salaried,587,2357396,Car,60861,61.7,180,56.6,0
47,109881,Salaried,758,4259294,Home,18456,16.8,12,84.8,1
59,185526,Self-Employed,835,3712369,Personal,55803,30.08,240,98.4,1
53,147659,Salaried,590,2276479,Car,65633,44.45,60,49,1
60,136688,Self-Employed,467,3012898,Business,75019,54.88,36,44.2,0
57,130584,Salaried,727,2062039,Car,36232,27.75,48,77.6,1
61,101567,Salaried,789,2058580,Personal,67323,66.28,12,70.1,1
58,90886,Self-Employed,654,2801663,Education,21788,23.97,36,71.3,0
54,164888,Salaried,495,2350313,Business,16092,9.76,180,32.5,1
57,44432,Self-Employed,844,1450171,Business,1132,2.55,24,99.8,1
24,194689,Salaried,310,2264934,Business,77850,39.99,24,0,0
30,87373,Salaried,881,2481500,Home,13068,14.96,240,96.3,1
29,180289,Self-Employed,555,4642520,Personal,47401,26.29,60,48.5,1
54,35884,Salaried,695,2990656,Business,48526,100,60,67.8,0
27,20454,Salaried,708,102499,Car,58958,100,12,66.8,0
60,89960,Self-Employed,661,2295560,Education,76593,85.14,84,40.5,0
25,117421,Self-Employed,558,4067380,Personal,55041,46.87,180,37.1,0
34,58618,Self-Employed,302,4193904,Car,63372,100,84,0,0
23,62111,Self-Employed,383,4615907,Home,67562,100,120,0,0
26,185685,Self-Employed,455,3535627,Business,64046,34.49,48,20.2,0
48,135592,Salaried,475,775311,Car,68086,50.21,24,44,0
53,74993,Salaried,771,4110011,Personal,7089,9.45,12,87.8,1
42,143652,Self-Employed,723,2512448,Car,16623,11.57,84,63.8,1
29,154920,Salaried,433,1251507,Home,49641,32.04,240,17.5,1
59,93672,Salaried,679,1540194,Education,12043,12.86,60,58.5,1
29,81125,Salaried,576,1629872,Business,66572,82.06,24,52,0
24,132509,Salaried,535,4070011,Personal,64136,48.4,12,42.4,1
24,76602,Self-Employed,312,1901246,Business,57061,74.49,36,0,0
43,57222,Self-Employed,641,1049529,Business,6122,10.7,48,52.1,1
27,64223,Salaried,334,4820684,Business,47346,73.72,120,14.3,0
23,80333,Salaried,858,2391059,Car,16150,20.1,240,100,1
44,198804,Self-Employed,513,3894240,Car,77228,38.85,180,28.3,1
23,137650,Salaried,711,1538221,Education,12054,8.76,240,67.6,1
59,64420,Self-Employed,704,2093303,Home,1767,2.74,120,68.4,1
38,90504,Salaried,793,1842470,Personal,4708,5.2,180,80.7,1
56,17462,Salaried,458,4273191,Car,57999,100,180,35.4,0
55,24460,Salaried,409,2937939,Business,52158,100,12,16.9,0
44,114319,Self-Employed,848,301420,Home,29292,25.62,240,100,1
51,155347,Self-Employed,825,1028778,Personal,28082,18.08,24,97.1,1
29,159341,Self-Employed,646,4191340,Personal,34024,21.35,120,52.2,1
43,144593,Salaried,578,2683719,Personal,23461,16.23,60,46.9,1
57,137672,Self-Employed,778,3894579,Personal,5351,3.89,48,71.9,1
26,87920,Self-Employed,410,4889330,Education,47031,53.49,12,15.2,0
34,37553,Salaried,730,713621,Personal,39718,100,12,78.6,1
50,170438,Salaried,841,2806986,Home,12777,7.5,36,92.1,1
52,59036,Salaried,414,2567293,Car,8308,14.07,12,35.9,0
37,163441,Salaried,389,2491470,Home,43441,26.58,180,5.1,1
51,157867,Salaried,511,2075131,Business,13882,8.79,36,34.9,1
37,85021,Salaried,849,1341527,Education,4714,5.54,24,87.5,1
33,122205,Salaried,894,254470,Education,43432,35.54,84,96.5,1
38,176215,Salaried,838,4653640,Business,17658,10.02,48,90,1
37,175497,Salaried,659,3873828,Home,69245,39.46,48,54.4,1
33,103209,Self-Employed,785,3328835,Home,77027,74.63,24,88.5,1
29,90139,Salaried,671,674559,Business,50808,56.37,24,75.8,1
41,20368,Salaried,514,4170675,Personal,39530,100,84,17,0
24,150693,Salaried,314,2738828,Personal,8834,5.86,60,13.5,1
37,73829,Self-Employed,558,1150911,Car,14358,19.45,240,63.1,0
51,144036,Salaried,762,2190467,Home,9872,6.85,48,78.5,1
44,29719,Self-Employed,419,2080245,Home,58694,100,60,14.9,0
49,44227,Salaried,427,3038506,Business,50321,100,12,16.6,0
61,124430,Self-Employed,822,3504499,Business,73709,59.24,24,84.5,1
26,153638,Salaried,624,3698598,Personal,16685,10.86,36,57.4,1
41,27306,Self-Employed,619,4293638,Home,11333,41.5,60,49.7,0
61,68822,Salaried,805,256823,Home,11356,16.5,60,83.5,1
22,39042,Salaried,825,1803542,Education,40584,100,48,79.9,1
51,161158,Salaried,349,2964278,Car,51362,31.87,36,4.5,0
42,163459,Salaried,883,2309477,Car,11344,6.94,240,93.9,1
41,173114,Self-Employed,368,4923894,Personal,44619,25.77,12,11,0
27,104424,Self-Employed,690,4045705,Home,1943,1.86,84,53.4,1
43,197690,Salaried,682,1891041,Education,60217,30.46,120,61,1
39,164395,Salaried,315,3782477,Home,21021,12.79,48,0.8,1
29,33019,Self-Employed,738,839097,Business,8348,25.28,36,74.5,1
60,90426,Salaried,867,4533473,Personal,77286,85.47,180,100,1
53,55863,Self-Employed,431,2005481,Car,70921,100,240,21,0
54,126023,Self-Employed,859,3478870,Home,16639,13.2,12,83.4,1
37,156355,Self-Employed,547,4567696,Personal,64566,41.29,240,42.2,0
33,164351,Salaried,572,3410408,Car,42011,25.56,120,39.7,1
59,61999,Salaried,648,251703,Home,18640,30.07,12,52.1,1
55,77780,Salaried,783,2506327,Education,35402,45.52,120,78.1,1
35,37908,Self-Employed,849,3046297,Personal,65088,100,60,87.3,0
57,141278,Salaried,656,4760032,Home,60240,42.64,120,50.8,1
54,128002,Salaried,617,117173,Car,1891,1.48,240,49,1
44,196297,Salaried,347,2882718,Car,28259,14.4,180,11.5,1
23,184024,Salaried,309,3234462,Education,63021,34.25,84,1.8,0
42,115706,Self-Employed,532,284046,Personal,28987,25.05,24,30.7,0
23,183735,Salaried,335,2342007,Personal,52616,28.64,180,0,0
48,137019,Salaried,712,4600642,Home,10683,7.8,48,69.7,1
30,124708,Salaried,761,2873251,Car,61083,48.98,180,68.9,1
22,194001,Self-Employed,303,4952021,Car,9967,5.14,120,0,1
32,24343,Salaried,343,3833288,Education,77664,100,48,2.6,0
24,91173,Self-Employed,867,3787918,Education,40194,44.09,180,86.7,1
44,115260,Self-Employed,853,3607854,Personal,62661,54.36,24,93,1
47,185863,Salaried,554,2768063,Car,72307,38.9,240,39.9,1
25,175206,Salaried,413,2802878,Home,43452,24.8,84,30.1,1
39,193173,Self-Employed,696,4369020,Business,12857,6.66,120,56.7,1
27,84443,Salaried,473,59907,Home,31301,37.07,12,38,0
56,72530,Salaried,554,4218142,Education,55900,77.07,36,44.2,0
43,192871,Salaried,765,3752796,Home,31460,16.31,60,89.4,1
36,150899,Salaried,576,4695399,Car,49800,33,120,56.8,1
43,111143,Self-Employed,763,3149815,Personal,9832,8.85,12,73.8,1
58,159771,Self-Employed,801,1410247,Business,47408,29.67,240,72.2,1
33,129527,Self-Employed,740,2009612,Personal,12626,9.75,60,72.2,1
59,151385,Salaried,368,1869073,Business,57872,38.23,36,0,0
39,159670,Salaried,808,2238157,Business,78959,49.45,120,89.9,1
56,126362,Salaried,625,4194671,Car,16802,13.3,180,55.4,1
51,43807,Salaried,366,4181980,Car,16333,37.28,36,6.2,0
45,191298,Self-Employed,603,2729968,Education,35120,18.36,120,46.9,1
51,74550,Salaried,783,1071983,Education,22159,29.72,120,72.3,1
35,18558,Self-Employed,847,1743495,Business,24660,100,48,90.9,0
27,65113,Salaried,716,1876650,Education,56843,87.3,240,61.4,1
24,67999,Salaried,458,2032167,Car,34519,50.76,12,26,0
37,182415,Salaried,448,231532,Education,44935,24.63,12,27.5,1
28,73219,Salaried,326,1418980,Business,22507,30.74,60,9.5,0
35,181258,Salaried,883,3341677,Personal,71060,39.2,36,100,1
30,183038,Self-Employed,547,2565091,Home,57223,31.26,240,38.8,1
36,179841,Self-Employed,400,4627849,Education,27675,15.39,60,20.2,0
42,68218,Self-Employed,395,271099,Car,17673,25.91,120,16.9,0
56,34229,Self-Employed,683,3618918,Personal,35470,100,12,64.8,0
23,90209,Salaried,581,1197322,Car,41603,46.12,24,38.6,0
48,42877,Salaried,621,1724112,Education,31230,72.84,48,43.5,0
23,112137,Salaried,695,3884254,Business,14542,12.97,240,67.9,1
56,53084,Self-Employed,577,688288,Home,61407,100,60,50.1,0
39,96780,Salaried,828,3617312,Home,53821,55.61,60,83,1
35,162878,Self-Employed,562,2739971,Personal,35690,21.91,240,53.1,1
41,52034,Salaried,879,1661961,Home,6654,12.79,180,100,1
39,186389,Self-Employed,592,3361784,Business,67557,36.25,24,62.7,1
31,70468,Self-Employed,593,1011795,Car,27446,38.95,120,46.7,0
46,165166,Salaried,694,2632467,Business,48484,29.35,12,62.2,1
23,25589,Salaried,812,727510,Personal,44078,100,240,91.6,0
46,72221,Salaried,479,281944,Personal,4225,5.85,36,35.3,0
54,16657,Salaried,534,4350675,Home,74745,100,24,30.1,0
57,113300,Salaried,636,2445968,Business,45487,40.15,48,54.1,1
52,132229,Self-Employed,307,457002,Car,68676,51.94,48,6.5,0
35,54531,Salaried,742,3682980,Business,11721,21.49,36,66.5,1
22,67227,Salaried,838,1894823,Car,2587,3.85,24,83.7,1
37,18164,Self-Employed,390,4135198,Car,39437,100,60,10.3,0
24,108078,Salaried,571,3078450,Business,18989,17.57,48,42,1
56,56247,Salaried,304,3882511,Education,32726,58.18,60,0,0
27,165673,Salaried,893,3387864,Business,70540,42.58,180,100,1
46,65599,Self-Employed,518,4462176,Car,79837,100,24,30.5,0
34,150624,Salaried,417,2494436,Personal,41168,27.33,240,21.1,1
55,155489,Self-Employed,892,3878923,Personal,64669,41.59,12,99.4,1
29,83207,Salaried,881,2720722,Home,73040,87.78,180,88.7,1
42,87055,Salaried,414,702739,Personal,71616,82.27,60,4.9,0
55,117266,Salaried,562,758074,Education,7408,6.32,24,44.4,1
25,93270,Salaried,605,1820971,Car,4153,4.45,180,47.3,1
46,126426,Salaried,721,2302313,Business,11055,8.74,60,73.8,1
36,149794,Salaried,506,2089242,Business,19760,13.19,36,40.8,1
25,85442,Salaried,602,2596199,Education,17752,20.78,120,34,1
33,110632,Salaried,411,4145978,Personal,3800,3.43,48,16.7,0
53,186103,Salaried,716,1180249,Car,66573,35.77,84,77.7,1
53,36438,Self-Employed,854,1135052,Personal,30054,82.48,180,100,1
49,73819,Salaried,584,2451574,Home,61816,83.74,12,32.7,0
34,58856,Salaried,484,1276642,Personal,26866,45.65,24,39.9,0
52,179648,Self-Employed,520,2078978,Home,992,0.55,180,28.6,1
35,56938,Salaried,743,2907547,Business,23696,41.62,120,79.5,1
41,195100,Self-Employed,416,176259,Car,60282,30.9,240,14.9,1
39,74807,Salaried,369,4140798,Home,73541,98.31,24,17.5,0
50,64877,Salaried,369,888628,Personal,52838,81.44,180,8.6,0
27,58461,Self-Employed,726,1459399,Personal,29400,50.29,84,59.5,0
53,108474,Salaried,867,3064445,Business,17565,16.19,12,89.8,1
50,186541,Self-Employed,742,3382299,Education,39585,21.22,48,78,1
23,98136,Salaried,436,4788012,Education,34833,35.49,24,19.3,0
44,35435,Salaried,803,174283,Personal,12094,34.13,120,75.2,1
40,160263,Self-Employed,430,4687412,Education,31280,19.52,240,11.5,0
52,99726,Salaried,517,2377613,Car,46647,46.78,84,29.7,0
26,173458,Self-Employed,470,3784073,Education,44378,25.58,48,21.8,0
40,177793,Salaried,774,3927995,Car,19513,10.98,60,83.6,1
55,69786,Salaried,428,4386602,Personal,154,0.22,12,18.2,0
31,28704,Salaried,356,4891700,Personal,28134,98.01,48,6.9,0
46,71635,Self-Employed,480,2943630,Personal,8678,12.11,36,28.6,0
23,148195,Salaried,545,2393179,Business,6294,4.25,240,45.2,1
32,105710,Salaried,443,3051046,Education,9574,9.06,84,28.9,1
52,77993,Self-Employed,350,1994353,Home,35183,45.11,48,4.1,0
36,127752,Self-Employed,667,87117,Home,48747,38.16,36,59.1,1
30,171488,Salaried,758,3325708,Personal,66606,38.84,48,81.5,1
44,147886,Salaried,517,3069621,Education,18638,12.6,180,30.6,1
40,93537,Salaried,866,2075558,Car,57194,61.15,60,90,1
30,65258,Salaried,556,3405672,Home,47553,72.87,12,47.8,0
56,162580,Salaried,455,4432653,Personal,26082,16.04,60,21.2,1
42,100166,Self-Employed,864,3936467,Home,16306,16.28,180,96,1
30,128710,Salaried,741,3648557,Home,7807,6.07,48,60.9,1
49,50699,Self-Employed,324,4785965,Home,51342,100,24,8.7,0
28,61335,Self-Employed,835,4289756,Personal,32143,52.41,36,87.6,0
37,61806,Salaried,359,998784,Personal,58414,94.51,240,13.1,0
37,92853,Salaried,766,4463319,Business,24715,26.62,120,86.6,1
54,50739,Salaried,733,1911591,Business,62054,100,36,69.5,0
25,49785,Salaried,365,1871969,Business,72934,100,60,0,0
25,178052,Self-Employed,864,1717106,Home,12202,6.85,36,91.1,1
60,100016,Salaried,405,4822560,Education,27987,27.98,48,27.2,0
61,147681,Salaried,395,4903407,Personal,35740,24.2,180,17.2,0
38,81253,Salaried,850,2310375,Business,76848,94.58,36,83.2,1
58,106128,Salaried,467,2278742,Education,53871,50.76,36,26.3,0
60,174213,Salaried,341,2425948,Business,13627,7.82,180,10.7,0
50,176081,Salaried,403,1735978,Business,51069,29,120,16.2,1
57,142581,Salaried,503,295615,Education,40409,28.34,120,32.6,1
59,125966,Salaried,819,825492,Business,61486,48.81,24,80.8,1
60,152854,Self-Employed,581,1463209,Home,1611,1.05,120,41.8,1
58,114352,Self-Employed,342,284537,Home,31657,27.68,36,8.8,0
56,172005,Salaried,409,4321061,Home,18462,10.73,120,22.1,1
28,92154,Salaried,509,1647259,Car,76309,82.81,48,33.4,0
48,154379,Salaried,348,183407,Business,38547,24.97,180,4,1
49,123297,Salaried,414,1724842,Car,29063,23.57,180,25.1,0
43,53346,Salaried,454,705860,Personal,79397,100,84,22.3,0
35,127138,Salaried,802,3419011,Education,52788,41.52,36,86,1
28,65772,Salaried,370,3990243,Personal,42523,64.65,84,15.9,0
58,55149,Salaried,818,418742,Car,30284,54.91,84,76.2,1
43,101700,Salaried,635,448759,Home,63996,62.93,36,57,0
26,173598,Salaried,366,3182090,Business,66247,38.16,48,0,0
23,111758,Self-Employed,792,4182044,Business,13706,12.26,24,81.2,1
48,143447,Salaried,512,4951901,Home,10924,7.62,12,40,1
42,20695,Salaried,480,1456891,Business,15921,76.93,24,32.7,0
59,54169,Salaried,898,4989380,Education,25432,46.95,120,100,1
36,62947,Self-Employed,547,580901,Education,17813,28.3,60,44,0
42,193296,Self-Employed,513,1296511,Education,65250,33.76,240,31.2,0
31,60865,Self-Employed,658,3105196,Personal,68956,100,36,47.4,0
44,171625,Salaried,548,912634,Home,2068,1.2,24,42.2,1
60,119501,Salaried,815,2042335,Education,39927,33.41,48,89.7,1
26,75410,Self-Employed,387,1620925,Car,70342,93.28,24,0.4,0
22,118754,Salaried,475,4329970,Education,30539,25.72,120,32.4,0
34,105895,Salaried,725,2693508,Personal,11683,11.03,84,71.5,1
42,170888,Self-Employed,380,885489,Car,35674,20.88,180,10.4,0
47,65705,Salaried,437,2823059,Home,52703,80.21,60,26.4,0
42,130700,Salaried,732,4853829,Home,58810,45,24,69.8,1
39,88914,Salaried,769,3181780,Education,11117,12.5,48,75.5,1
58,16881,Salaried,649,317913,Car,3665,21.71,12,48,1
53,185639,Salaried,425,3875971,Car,44390,23.91,24,24.1,1
57,62365,Self-Employed,608,3299950,Education,74884,100,48,40.9,0
38,94211,Self-Employed,529,2381083,Education,63887,67.81,84,32.7,0
56,171078,Salaried,759,4410538,Business,48266,28.21,48,80.1,1
32,56198,Self-Employed,644,2180586,Business,55541,98.83,48,56,0
42,168903,Salaried,609,3928979,Education,64802,38.37,24,65.2,1
47,115649,Salaried,319,493604,Personal,7882,6.82,240,7.9,0
25,162531,Self-Employed,860,3508398,Business,70825,43.58,180,99.3,1
55,178515,Self-Employed,840,1253307,Education,13910,7.79,180,96.8,1
39,188388,Salaried,859,1863743,Car,40566,21.53,60,91.2,1
61,151949,Self-Employed,776,1997188,Business,63073,41.51,36,75.1,1
56,54553,Self-Employed,568,73088,Personal,36176,66.31,84,35,0
50,150994,Self-Employed,302,1990929,Home,30289,20.06,240,0,0
50,137778,Salaried,315,896430,Car,50411,36.59,180,11.7,0
59,132018,Self-Employed,657,1925390,Personal,69626,52.74,120,54.5,0
42,150758,Self-Employed,432,4110097,Personal,15362,10.19,180,29.2,1
34,47766,Self-Employed,611,1238037,Personal,13783,28.86,48,40.1,0
38,47006,Salaried,781,4261656,Car,44162,93.95,84,78.7,1
30,46422,Salaried,843,4371092,Personal,35749,77.01,60,100,1
22,131590,Salaried,604,4658668,Home,3554,2.7,24,52.8,1
23,27205,Salaried,568,3751844,Business,58568,100,180,47,0
50,169599,Self-Employed,713,4217542,Car,18773,11.07,36,64.1,1
54,164515,Salaried,324,3947619,Personal,73694,44.79,60,0,0
31,162596,Salaried,615,2597482,Education,66550,40.93,180,52.1,1
61,131477,Self-Employed,870,4884549,Business,46295,35.21,240,86,1
42,43202,Salaried,575,4786340,Car,30331,70.21,240,45,0
49,192214,Salaried,688,4359462,Education,45640,23.74,60,72.5,1
32,76692,Salaried,743,1318165,Education,64877,84.59,24,63.7,1
55,35855,Salaried,726,3883574,Personal,46969,100,120,76.1,0
29,40095,Salaried,356,3619284,Car,42986,100,120,17.3,0
43,184796,Self-Employed,865,4466447,Personal,7585,4.1,180,92.1,1
29,64241,Salaried,667,2933553,Home,4122,6.42,180,61.4,1
36,118119,Salaried,641,2948444,Education,16838,14.26,60,53,1
38,67003,Salaried,603,4644927,Home,17301,25.82,12,48,0
